Loan Name;Account ID;Account Holder Name;Account State;Loan Amount;Principal Due;Total Due;Total Paid;Days In Arrears;Interest from Arrears Balance;Interest from Arrears Due;Interest from Arrears Paid;Days Late;Product;Product Category;Created;Last Modified;Closed Date
Term Loan WUBS AT EUR 3M+;L5997115035;Merlurium;Closed;50000,00;0,00;0,00;50700,00;0,00;0,00;0,00;0,00;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;13-10-2021 12:41:52;13-10-2021 18:39:58;13-10-2021 18:39:59
Term Loan WUBS AT EUR 3M+;L7915555488;Merlurium;Approved;100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;13-10-2021 13:03:19;06-12-2022 17:50:18;
Term Loan WUBS AT EUR 3M+;L7841713643;TM_Industries;Closed (Written Off);100000,00;0,00;0,00;10000,00;0,00;0,00;0,00;0,00;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;13-10-2021 13:54:23;13-10-2021 15:17:54;13-10-2021 15:17:54
Term Loan WUBS AT EUR 3M+;L4934069369;TM_Industries;Closed (Written Off);100000,00;0,00;0,00;75216,67;0,00;0,00;0,00;43,75;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;13-10-2021 15:18:59;13-10-2021 16:30:34;13-10-2021 16:30:34
Term Loan WUBS AT EUR 3M+;L1470328093;Merlurium;Closed;100000,00;0,00;0,00;10008,33;0,00;0,00;0,00;0,00;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;13-10-2021 15:18:59;13-10-2021 19:26:48;13-10-2021 19:26:48
Term Loan WUBS AT EUR 3M+;L7294640118;Merlurium;Closed;100000,00;0,00;0,00;100099,99;0,00;0,00;0,00;46,66;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;13-10-2021 15:32:59;13-10-2021 18:54:42;13-10-2021 18:54:42
Term Loan WUBS AT EUR 3M+;L8708367093;TM_Industries;In Arrears;10000,00;9990,83;67193,54;10,00;659,00;9,52;9,52;0,00;661,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;13-10-2021 16:31:11;06-12-2022 17:50:19;
Term Loan WUBS AT EUR 3M+;L9895702039;Merlurium;In Arrears;200000,00;46841,03;103953,98;153833,37;652,00;30,68;30,68;23,15;652,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;13-10-2021 17:38:36;06-12-2022 17:50:22;
Term Loan WUBS AT EUR 3M+;L1530270204;TM_Industries;Closed (Written Off);100000,00;0,00;0,00;12016,66;0,00;0,00;0,00;0,00;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;13-10-2021 17:48:40;13-10-2021 19:37:01;13-10-2021 19:37:01
WUBS Installments Loan EUR;L9236894592;TM_Industries;Closed (Written Off);100000,00;0,00;0,00;11146,65;0,00;0,00;0,00;0,00;0,00;WUBS Installments Loan EUR;COMMERCIAL;13-10-2021 18:52:59;13-10-2021 19:36:53;13-10-2021 19:36:54
Term Loan WUBS AT EUR 3M+;L7670429952;Merlurium;In Arrears;90000,00;90000,00;189566,00;0,00;648,00;132,00;132,00;0,00;648,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;13-10-2021 19:26:48;06-12-2022 17:50:25;
Term Loan WUBS AT EUR 3M+;L7255568289;TM_Industries;Closed (Written Off);100000,00;0,00;0,00;10000,00;0,00;0,00;0,00;0,00;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;13-10-2021 19:38:05;14-10-2021 11:29:36;14-10-2021 11:29:36
Term Loan WUBS AT EUR 3M+;L2365145402;TM_Industries;Closed;100000,00;0,00;0,00;100075,00;0,00;0,00;0,00;6,48;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;13-10-2021 20:13:20;13-10-2021 20:15:20;13-10-2021 20:15:20
Term Loan WUBS AT EUR 3M+;L2793482797;TM_Industries;Closed (Written Off);100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;13-10-2021 20:17:06;14-10-2021 11:29:28;14-10-2021 11:29:28
Term Loan WUBS AT EUR 3M+;L2795491455;TM_Industries;Closed (Written Off);100000,00;0,00;0,00;40080,83;0,00;0,00;0,00;12,50;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;13-10-2021 20:27:37;14-10-2021 11:29:22;14-10-2021 11:29:23
Buy Now Pay Later;MARKETBANK-319777;Gil Pinto;Closed;69,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;13-06-2022 18:01:52;22-06-2022 16:24:39;22-06-2022 16:24:39
SO Bank BNPL ;863137945;Pedro Pascal;Approved;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Bank BNPL ;PERSONAL_LENDING;06-03-2023 16:01:08;06-03-2023 16:01:12;
Agriculture Loan;URLG178;John Asmith;Active;950,00;0,00;0,00;1026,35;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;26-01-2022 16:48:37;06-12-2022 17:45:31;
Student Loan;AJRF118;Teste Teste;Active;10000,00;0,00;0,00;13016,67;0,00;0,00;0,00;0,00;0,00;Student Loan;;16-07-2020 16:21:11;06-12-2022 17:45:40;
Agriculture Loan;LMXZ489;Marta Coelho;In Arrears;950,00;950,00;1147,25;0,00;830,00;0,00;0,00;0,00;830,00;Agriculture Loan;UNCATEGORIZED;18-03-2021 09:54:39;06-12-2022 17:45:26;
Agriculture Loan;WCIY202;Okeke Jerebinšek;Approved;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 15:01:52;06-12-2022 17:45:30;
Agriculture Loan;1;Kulthoom Nwankwo;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 15:09:01;06-12-2022 17:45:30;
Agriculture Loan;3;Nina Quynh;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 15:09:03;06-12-2022 17:45:31;
Term Credit - (very) Long Term ;JWHL145;Carol Amandino;In Arrears;1500,00;300,00;300,00;0,00;26,00;0,00;0,00;0,00;26,00;Term Credit - (very) Long Term ;SME_LENDING;13-06-2023 15:45:30;14-07-2023 00:45:04;
Capitalized Fee test;L00066;Andre Drumond Mateus;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;29-03-2021 18:04:34;06-12-2022 17:45:23;
Agriculture Loan;MMVP883;Ricardo Manel;Approved;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;19-07-2021 19:09:31;06-12-2022 17:45:30;
Construction Loan;L015;Martim Leitao Reis;Pending Approval;13111751500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Construction Loan;COMMERCIAL;06-04-2021 12:29:09;06-12-2022 17:45:36;
Fishermen Group Loan;L021;Nina Quynh;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;06-04-2021 12:29:19;06-12-2022 17:45:31;
Capitalized Fee test;L017;Andre Drumond Mateus;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;06-04-2021 12:39:29;06-12-2022 17:45:23;
Personal Loan;L020;Andre Drumond Mateus;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;06-04-2021 12:39:55;06-12-2022 17:45:45;
SO Mortgage Account EURIBOR  - EUR v4;416978420;Carol Amandino;Active;50000,00;0,00;0,00;1169,17;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account EURIBOR  - EUR v4;RETAIL_MORTGAGES;28-07-2023 14:34:10;28-07-2023 14:36:14;
BNPL - Dynamic;MARKETBANK-217172;Joud  Zaumot;Closed;69,99;0,00;0,00;69,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 16:03:01;27-06-2022 16:14:29;27-06-2022 16:14:30
BNPL - Dynamic;MARKETBANK-191088;Joud  Zaumot;Closed;69,99;0,00;0,00;69,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 19:23:23;27-06-2022 19:34:16;27-06-2022 19:34:16
Retail Mortgage;MRTG-RET-NNBJ235;Client Nuno Faria;Approved;250000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Retail Mortgage;RETAIL_MORTGAGES;11-03-2021 22:45:30;06-12-2022 17:45:36;
Lohnprodukt;UVOH321;EmpresaAngelina;Approved;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;LoanProductTest;SME_LENDING;18-02-2023 14:41:37;28-02-2023 16:52:04;
smeloan45;UUOM664;EmpresaAngelina;Approved;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;smeloan45;PERSONAL_LENDING;18-02-2023 14:51:49;27-03-2023 12:13:21;
Agriculture Loan;L00042;Maria Graca Cardoso;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;02-03-2021 17:48:45;06-12-2022 17:45:25;
Capitalized Fee test;LZXA343;Martim Leitao Reis;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;02-03-2021 18:18:13;06-12-2022 17:45:20;
Student Loan;L00049;Andre Drumond Mateus;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;02-03-2021 18:20:49;06-12-2022 17:45:40;
Fishermen Group Loan;JXTP279;Diogo Miguel Dias;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;02-03-2021 18:24:32;06-12-2022 17:45:21;
Student Loan;NWQL303;Jane Doe;Approved;7000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;02-03-2021 18:49:51;06-12-2022 17:45:40;
Fishermen Group Loan;NKWL635;Diogo Miguel Dias;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;02-03-2021 18:50:12;06-12-2022 17:45:40;
BNPL - Dynamic;MARKETBANK-719913;Joud  Zaumot;Closed;69,99;0,00;0,00;69,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;24-06-2022 14:08:41;27-06-2022 02:54:38;27-06-2022 02:54:38
BNPL - Dynamic;MARKETBANK-761606;Joud  Zaumot;Closed;139,99;0,00;0,00;139,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 10:48:30;27-06-2022 14:52:28;27-06-2022 14:52:29
BNPL - Dynamic;MARKETBANK-137393;Joud  Zaumot;Closed;69,99;0,00;0,00;69,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 16:03:14;27-06-2022 16:14:19;27-06-2022 16:14:19
Buy Now Pay Later;MARKETBANK-828638;Gil Pinto;Closed;59,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;13-06-2022 12:56:49;22-06-2022 16:23:31;22-06-2022 16:23:31
Student Loan;IMJF383;Jane Doe;Approved;7000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;02-03-2021 18:49:58;06-12-2022 17:45:40;
Student Loan;L00052;Andre Drumond Mateus;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;02-03-2021 18:59:58;06-12-2022 17:45:41;
SO Mortgage Account - EUR;448552605;Angelina Jolie;Closed;2000,00;0,00;0,00;2005,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;27-03-2023 12:34:39;31-03-2023 12:34:43;31-03-2023 12:34:44
BNPL - Dynamic;MARKETBANK-336665;Gil Pinto;Approved;79,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;17-06-2022 14:56:20;06-12-2022 17:45:22;
Term Credit - (very) Long Term ;VEZZ520;Maria Pinto;In Arrears;100,00;0,00;6,28;67,70;25,00;0,00;0,00;0,00;25,00;Term Credit - (very) Long Term ;SME_LENDING;14-06-2023 15:09:55;15-07-2023 00:43:37;
Agriculture Loan;LHOC311;Cotónio Anelho;In Arrears;950,00;511,08;526,35;500,00;235,00;0,00;0,00;0,00;235,00;Agriculture Loan;UNCATEGORIZED;16-09-2022 15:34:31;17-12-2022 00:48:56;
Student Loan;PBXD847;client test_1;Closed;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;16-09-2022 16:28:35;16-09-2022 18:05:35;16-09-2022 18:05:35
Term Credit - (very) Long Term ;RYSX060;Carol Amandino;In Arrears;5000,00;685,60;1671,90;0,00;25,00;0,00;0,00;0,00;25,00;Term Credit - (very) Long Term ;SME_LENDING;14-06-2023 10:13:47;15-07-2023 00:43:30;
AAA RD;KMCV597;Client Activity RD;In Arrears;5000,00;2402,50;2403,75;2600,00;531,00;0,00;0,00;0,00;536,00;AAAA;PERSONAL_LENDING;09-02-2022 17:14:49;06-12-2022 17:45:34;
Student Loan;PMLN158;Jane Doe;In Arrears;7000,00;4200,00;5250,00;0,00;756,00;0,00;0,00;0,00;777,00;Student Loan;;19-05-2020 09:15:00;06-12-2022 17:45:40;
BNPL - Dynamic;MARKETBANK-62ac5bbb13ad7;Pedro3 Gomes3;Approved;180,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;17-06-2022 11:47:21;06-12-2022 17:45:22;
SO Bank BNPL ;862319395;Iara Silva;Approved;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Bank BNPL ;PERSONAL_LENDING;27-03-2023 10:06:51;27-03-2023 10:06:52;
SO Mortgage Account - EUR;477083236;BHARATHI N;Approved;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;27-03-2023 11:32:55;27-03-2023 11:32:56;
SO Bank BNPL SME;907134470;EmpresaAngelina;Pending Approval;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Bank BNPL SME;SME_LENDING;27-03-2023 11:36:31;27-03-2023 11:36:31;
SO Mortgage Account - EUR;438177175;testgroup2;Pending Approval;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;27-03-2023 11:37:47;27-03-2023 11:37:47;
txt;116436931;Angelina Jolie;Approved;2000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Term Loan - EUR;PERSONAL_LENDING;27-03-2023 12:02:42;27-03-2023 12:02:43;
SO Mortgage Account - EUR;436957344;TestGroupA;Pending Approval;2000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;27-03-2023 12:33:53;27-03-2023 12:33:53;
Construction Loan;VXKN186;Diogo Miguel Dias;Pending Approval;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Construction Loan;COMMERCIAL;19-03-2021 12:41:49;06-12-2022 17:45:36;
Agriculture Loan;L00072;Martim Leitao Reis;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;30-03-2021 11:49:49;06-12-2022 17:45:27;
Agriculture Loan;ECKY264;Rui Matias;In Arrears;950,00;950,00;1026,35;0,00;830,00;0,00;0,00;0,00;830,00;Agriculture Loan;UNCATEGORIZED;30-03-2021 12:48:50;06-12-2022 17:45:27;
WUBS Installments Loan EUR;L7951764082;Company_;In Arrears;100000,00;94918,66;162815,72;5081,34;673,00;231,75;231,75;0,00;673,00;WUBS Installments Loan EUR;COMMERCIAL;01-10-2021 10:50:34;06-12-2022 17:50:28;
Buy Now Pay Later;MARKETBANK-888186;Gil Pinto;Closed;59,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;13-06-2022 13:50:44;22-06-2022 16:24:08;22-06-2022 16:24:08
SO Mortgage Account - EUR;429057962;So_Mortgages_Group_test;Approved;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;03-03-2023 07:49:17;03-03-2023 07:49:27;
Agriculture Loan;L037;Pedro Miguel Marquez;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;08-04-2021 18:50:28;06-12-2022 17:45:27;
Credit Card PT;L040;Pedro Miguel Marquez;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;08-04-2021 18:50:53;06-12-2022 17:45:32;
Fishermen Group Loan;L042;Martim Leitao Reis;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;08-04-2021 18:50:54;06-12-2022 17:45:32;
Student Loan;L039;Martim Leitao Reis;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;08-04-2021 18:51:10;06-12-2022 17:45:41;
Buy Now Pay Later;MARKETBANK-667931;Gil Pinto;Closed;59,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;14-06-2022 12:45:43;22-06-2022 16:24:43;22-06-2022 16:24:44
BNPL - Dynamic;MARKETBANK-613585;Gil Pinto;Closed;79,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;15-06-2022 16:47:51;22-06-2022 16:25:46;22-06-2022 16:25:47
BNPL - Dynamic;MARKETBANK-264885;Gil Pinto;Closed;79,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;15-06-2022 17:03:51;22-06-2022 16:36:36;22-06-2022 16:36:36
Agriculture Loan;JOXJ536;Afonso Carvalho Pereira;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:19;
Agriculture Loan;HSKB890;Afonso Carvalho Pereira;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:20;
Agriculture Loan;LEOZ831;Afonso Carvalho Pereira;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:20;
SO Mortgage Account w/offset - EUR;423969212;Maria Pinto;Approved;4000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account w/offset - EUR;RETAIL_MORTGAGES;05-07-2023 11:37:31;05-07-2023 11:37:38;
Agriculture Loan;L000491;Martim Leitao Reis;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;12-03-2021 12:33:28;06-12-2022 17:45:26;
Buy Now Pay Later;1000001;António José;Approved;150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;08-06-2022 17:37:32;06-12-2022 17:45:32;
Buy Now Pay Later;1000002;António José;Approved;150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;08-06-2022 17:37:54;06-12-2022 17:45:32;
Buy Now Pay Later;1000003;António José;Approved;150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;08-06-2022 17:38:05;06-12-2022 17:45:32;
Buy Now Pay Later;1000004;António José;Approved;150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;08-06-2022 17:38:13;06-12-2022 17:45:32;
Buy Now Pay Later;1000005;António José;Approved;150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;08-06-2022 17:38:29;06-12-2022 17:45:32;
Buy Now Pay Later;1000006;António José;Approved;150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;08-06-2022 17:38:40;06-12-2022 17:45:33;
Agriculture Loan;L00011;Afonso Silva Pereira;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 14:27:11;06-12-2022 17:45:33;
AAAA;IVTX481;Beatriz Toscano;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;AAAA;PERSONAL_LENDING;29-06-2022 16:04:58;06-12-2022 17:45:35;
AAAA;ZPVH626;Nuno Tiago;Closed;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;AAAA;PERSONAL_LENDING;29-06-2022 16:08:20;29-06-2022 16:11:09;29-06-2022 16:11:10
Auto Test;ZJES770;Nuno Tiago;Closed;10000,00;0,00;0,00;11667,00;0,00;0,00;0,00;0,00;0,00;Auto Test;PERSONAL_LENDING;29-06-2022 16:11:27;29-06-2022 16:58:52;29-06-2022 16:58:53
Auto_Loan_Test;JWKK930;Nuno Tiago;Rejected;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Auto_Loan_Test;PERSONAL_LENDING;29-06-2022 17:18:29;14-07-2022 11:00:56;14-07-2022 11:00:56
Agriculture Loan;HKOY408;Andre Costa Fernandes;Approved;950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;08-02-2021 16:30:47;06-12-2022 17:45:26;
Agriculture Loan;QZCU641;Andre Costa Fernandes;Approved;970,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;08-02-2021 16:30:55;06-12-2022 17:45:26;
Agriculture Loan;XHIP156;Andre Costa Fernandes;Approved;970,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:20;
Agriculture Loan;SZAP280;Andre Costa Fernandes;Approved;970,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:20;
Banana Loan;UOPH055;Andre Costa Fernandes;Approved;970,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:21;
Agriculture Loan;JSRH298;Andre Costa Fernandes;Approved;750,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:21;
LoanProductTest;QOXO820;Corporate Customer Test;Pending Approval;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;LoanProductTest;SME_LENDING;20-02-2023 16:19:36;20-02-2023 16:19:36;
Retail Mortgage;MRTG-RET-SGCY535;James Theodore White;Closed;150000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Retail Mortgage;RETAIL_MORTGAGES;30-03-2021 08:33:48;07-04-2021 14:05:06;07-04-2021 14:05:06
SO Bank BNPL ;869843635;Ariel Mermaid;Approved;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Bank BNPL ;PERSONAL_LENDING;27-03-2023 16:36:47;27-03-2023 16:36:48;
Agriculture Loan;XKWS599;Eduardo Godinho RD;Approved;950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;09-05-2022 16:34:09;06-12-2022 17:45:31;
Agriculture Loan;ZNSC351;Andre Costa Fernandes;Approved;750,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:21;
Agriculture Loan;WJXN054;Andre Costa Fernandes;Approved;750,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:22;
Agriculture Loan;ENRN812;Andre Costa Fernandes;Approved;750,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:22;
Agriculture Loan;SVLT872;Andre Costa Fernandes;Approved;750,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:22;
Agriculture Loan;OEQO546;Afonso Carvalho Pereira;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:22;
Short Term Loan;RWPB091;Kulthoom Nwankwo;Approved;2000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;17-09-2021 11:41:39;06-12-2022 17:45:20;
Personal Loan test MM;IZTC568;John  Peter Smith;In Arrears;2500,00;2405,83;2509,67;100,00;648,00;0,00;0,00;0,00;664,00;Personal Loan test;PERSONAL_LENDING;17-09-2021 12:46:15;06-12-2022 17:45:27;
AAAA;DDLA017;John  Peter Smith;In Arrears;5000,00;3750,00;3900,00;1300,00;494,00;0,00;0,00;0,00;508,00;AAAA;PERSONAL_LENDING;17-09-2021 14:26:58;06-12-2022 17:45:33;
Personal Loan;ZTAY554;Diogo Miguel Dias;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;05-03-2021 11:28:44;06-12-2022 17:45:43;
Personal Loan;SOQX264;Diogo Miguel Dias;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;05-03-2021 11:36:49;06-12-2022 17:45:44;
Agriculture Loan;XTTH536;Maria Graca Cardoso;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;05-03-2021 11:45:22;06-12-2022 17:45:26;
kredit-test;EAXD586;Clara Wieck;Approved;2000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;kredit-test;UNCATEGORIZED;06-06-2023 16:28:59;06-06-2023 16:28:59;
SO Bank BNPL ;864601932;Ariel Mermaid;Approved;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Bank BNPL ;PERSONAL_LENDING;27-03-2023 16:32:00;27-03-2023 16:32:01;
BNPL;JQIB359;Carol Amandino;Active;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL;PERSONAL_LENDING;31-01-2023 11:38:39;26-07-2023 10:47:36;
BNPL - Dynamic;UKUR460;Client Nuno Faria;In Arrears;10000,00;7143,26;10270,27;800,00;105,00;165,55;165,55;0,00;106,00;BNPL - KTB;PERSONAL_LENDING;10-04-2023 10:51:27;08-08-2023 04:51:17;
AAAA;TEGL006;Afonso Carvalho Pereira;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;AAAA;PERSONAL_LENDING;15-09-2022 16:24:00;06-12-2022 17:45:35;
